id,name,lat_a,lng_a,lat_b,lng_b
9d556e7f-b2ab-4717-96c4-24fb90cce9d1,woro woro : Abobo Baoulé → Abobo Samaké,5.4212,-3.9905,5.4155,-4.0059
7ffaab0d-4e4e-48e3-aa4c-13110e8a68f0,gbaka : Adjamé gare en haut → Cocody Riviera M'pouto,5.3503,-4.0226,5.3272,-3.9543
e0952c30-41bf-43a5-91a7-7c334fe2c01c,woro woro banalisé : Plateau Telecel/Mosquée → Riviera 2,5.32,-4.0155,5.3196,-4.0153
d8dabe54-88c3-45df-8701-826c4a81f992,gbaka : Gonzagueville Corridor → Abraham,5.2396,-3.8965,5.2528,-3.8883
ebca3acb-1b5e-414f-995b-5c142105f099,gbaka : Adjamé gare en haut → Cocody Akouédo,5.3412,-4.0194,5.3506,-4.023
d3024a5d-0cc6-42e2-9cb0-c8db2a9b57c4,woro woro : Abobo Samaké → Abobo Baoulé,5.4212,-3.9905,5.4154,-4.006
1e056e54-8c2a-4303-8760-f88b4930df11,woro woro : Mosquée Ado → Carrefour Kennedy,5.4187,-4.0059,5.4236,-3.9978
52de2bb7-9772-4310-82ee-2c46611f3b70,woro woro banalisé : Plateau Telecel/Mosquée → Cocody La vie,5.3198,-4.0156,5.3484,-4.0033
b38de2cf-ac38-4bae-84c1-262391fd56f2,gbaka : Adjamé Liberté → Yopougon Niangon Terminus 27,5.3535,-4.0146,5.3161,-4.0901
024f577e-9098-47b1-b0e9-cbd45f65636c,woro woro : Carrefour Kennedy → Mosquée Ado,5.4187,-4.0059,5.4236,-3.9978
4e9a18ba-eee1-45a4-8738-efe3829fef3f,gbaka : Yopougon Carrefour Académie → Adjamé Texaco,5.3244,-4.1064,5.3511,-4.1039
6eb0761d-1168-4596-b2fd-a961e28ef5f1,woro woro banalisé : Plateau Longchamp → Cocody Patisserie,5.3307,-4.0228,5.3318,-4.0228
165d7fba-d5b2-44da-a58f-34c082edfeb8,gbaka : Abobo Gare Mairie → Adjamé Renault,5.4174,-4.0169,5.3566,-4.0244
010f7921-da88-4d63-997d-9b7396e2cb3d,gbaka : Adjamé Renault → Abobo Gare Mairie,5.3567,-4.0244,5.4174,-4.0168
901ebf7f-dffe-4a96-ace2-48b3925ddb12,gbaka : Adjamé Nouvelle Gare → Carrefour JAUG,5.3599,-4.029,5.4349,-4.0124
dd64cdc5-c9f0-4e18-826d-9ef1f55469d6,woro woro banalisé : Plateau Telecel/Mosquée → Cocody Patisserie,5.3198,-4.0156,5.3367,-4.0003
ce158427-975d-43c3-a1a5-7bc1b7b572bb,woro woro banalisé : Cocody Patisserie → Plateau Telecel/Mosquée,5.3187,-4.0197,5.3198,-4.0156
a79d7e43-5316-4428-83b0-bf52c51d26e4,gbaka : Adjamé mosquée → Yopougon Niangon Terminus 27,5.3591,-4.029,5.3161,-4.0901
7bbe0c88-3f92-449a-a5fe-3184673c1864,woro woro banalisé : Plateau Pyramide/Mosquée → Cocody Patisserie,5.32,-4.0155,5.3405,-4.0156
c72106be-bf0e-4998-a3ab-12c64cc61f51,gbaka : Adjamé Nouvelle Gare → BC,5.3602,-4.0288,5.4421,-4.0207
d75e9356-242b-44d5-ad8f-de7aff08dabe,gbaka : BC → Adjamé Nouvelle Gare,5.4423,-4.0205,5.3599,-4.0286
68d9ff6c-7e21-4d31-abaa-fc4dc8c2ba47,gbaka : Carrefour JAUG → Adjamé Nouvelle Gare,5.4185,-4.0173,5.3595,-4.0288
1bc8d417-0593-4747-9c8e-c8dc7d24923d,woro woro banalisé : Cocody Patisserie → Plateau Pyramide/Mosquée,5.3242,-4.0196,5.32,-4.0155
789864f3-79dc-47ff-a16f-69fdc708dd39,gbaka : Usine → Gonzagueville Corridor,5.2396,-3.8965,5.2499,-3.8935
6264e82b-4b60-4ec1-8112-048cacd43e5d,gbaka : Gonzagueville Corridor → Usine,5.2396,-3.8965,5.2495,-3.8917
e30f9b02-2ec9-4916-a596-66a46c0af1e1,woro woro : Terminus Derrière Rail → Abobo Gare,5.4117,-4.0206,5.415,-4.0333
9f22f034-b390-419f-844d-87845a30bbc7,woro woro : Abobo Azur Mobil → Palmeraie,5.3663,-3.9605,5.4,-4.0062
b47b5cae-3110-4f1c-91e9-73d32f48edef,woro woro banalisé : 9 kilo → Plateau St Paul,5.3577,-3.9654,5.3244,-4.022
64036c39-dd7a-40b5-906d-d0c573765c90,woro woro banalisé : Koumassi Bacongo→Yopougon Lavage,5.3003,-3.9967,5.3435,-4.0723
33650825-7819-4505-8514-17c287aa2fa4,woro woro : Belle côte - Warren/commissariat → Petro Ivoire,5.3604,-3.9618,5.4044,-3.9905
18ff27bd-71f2-48ff-a73f-bd61411b5f0e,woro woro : Petro Ivoire → Belle côte - Warren/commissariat,5.3664,-3.9606,5.4045,-3.9904
084b979f-2413-406b-8048-9f44a0ab2a15,woro woro : Abobo Gare → Terminus Derrière Rail,5.4117,-4.0206,5.4151,-4.0333
eff23dff-f0aa-4fb6-9ed6-3bef176f14ce,woro woro : Terminus 51-52 - Abobo Gendarmerie,5.4258,-4.0211,5.415,-4.0333
5205ea5e-d5b9-47e6-93f8-ae106d3eb187,woro woro : Abobo Gendarmerie → Terminus 51-52,5.4258,-4.0211,5.4151,-4.0333
84a3b837-03e1-454c-8f82-f41d1bc7d20b,gbaka : Yopougon Carrefour Académie → Adjamé mosquée,5.3238,-4.1067,5.3599,-4.0286
71302a29-c8c4-46bd-8c13-11a77bcd1285,woro woro : Abobo Marché → Kennedy,5.424,-4.0155,5.4236,-3.9978
51d679cb-9fde-4204-82e5-850763210cdb,gbaka : Adjamé Liberté → Lycée Moderne Abobo,5.3544,-4.0164,5.4198,-4.0158
8af98141-ef13-451a-87b9-d13f47b90839,woro woro banalisé : Riviera 2 → Treichville Gare Bassam,5.3003,-3.9967,5.2986,-4.0045
4bfb3a26-5e0f-4eea-892d-6e4eff09a385,woro woro : Kennedy → Abobo Marché,5.4238,-4.0151,5.4236,-3.9978
e56bbb30-543b-429d-9e66-db843a046fa2,gbaka : Attecoubé Garage → Yopougon Locodjro Marine,5.3145,-4.0353,5.3535,-4.0326
746f26be-1ae5-4c30-8262-4227e2e757ce,woro woro : Avocatier Carrefour Niamkey → Lycée Moderne d'Abobo,5.4278,-4.0146,5.4438,-4.0266
7dbe8285-bf91-4523-9eb7-8f16e27d633e,woro woro banalisé : Cocody La vie → Plateau Longchamp,5.3484,-4.0039,5.3242,-4.0217
e1b622fe-7f8a-4b9b-acba-e1c5f037595b,woro woro banalisé : Cocody La vie → Plateau Pyramide/Mosquée,5.3242,-4.0196,5.32,-4.0155
f4bd54f6-4358-4b77-9f9a-cdd055eea630,woro woro banalisé : Plateau Pyramide/Mosquée → Cocody La vie,5.3198,-4.0156,5.3484,-4.0033
0ff7087b-5927-4b9a-a704-51c09bf46118,gbaka : Adjame mosquée en bas du pont → Yopougon IGES,5.3559,-4.0716,5.3191,-4.0803
09a64a7b-9db9-4037-8400-94d34b6fe000,woro woro banalisé : Port Bouet → Yopougon,5.3037,-3.9946,5.3435,-4.0723
4a4fbb09-fe54-4d1e-8729-d8268550015a,woro woro : Lycée Moderne d'Abobo → Avocatier Carrefour Niamkey,5.4274,-4.0153,5.4438,-4.0266
111aa938-5ddd-41d0-aa43-09be7c6bc324,woro woro : Belle Cité → Lycée Moderne d'Abobo,5.4461,-4.0207,5.4259,-4.0206
455bdd3b-7f3e-4965-a5e0-5323a42cd949,gbaka : Adjamé Texaco → Marché Bagnon,5.3403,-4.1097,5.3649,-4.0957
bd2b7fc7-cc6b-4468-818d-bac4cb5db7ff,gbaka : CIE → Liberté,5.4219,-4.0166,5.3542,-4.0165
7e1d5017-4906-4372-9276-81b644a7d9f2,woro woro banalisé : Treichville Gare Bassam → Cocody La vie,5.2988,-4.005,5.3484,-4.0033
f5108253-cee5-4e3d-83e6-da6bed882e05,woro woro : Lycée Moderne d'Abobo → Belle Cité,5.4461,-4.0207,5.4278,-4.0146
7a06847e-a533-4668-bc24-6a669748a932,gbaka : Yopougon Micao → Adjamé Texaco,5.3803,-4.0943,5.3541,-4.0178
c85817ad-9574-41b9-a736-ee5389dd2c9f,woro woro banalisé : Plateau Telecel/Mosquée → 9kilo,5.3198,-4.0156,5.3575,-3.9653
e2d3ba9c-f2b8-4534-b383-b6be1eab0a72,gbaka : Adjamé Sous le Pont → Bocabo Carrefour Marché,5.3602,-4.0288,5.4278,-4.0315
03cad3fb-80b2-4ef2-9e87-6b448de5ffd8,woro woro : Dokui → Abobo Marché,5.4237,-4.0156,5.3958,-4.001
c76029e4-2f75-4821-abfe-d85849e61e92,gbaka : Adjamé Sous le Pont → Ancien Marché Pk18,5.364,-4.0292,5.4499,-4.0524
0107e777-bf54-40c2-948a-dd58891168e5,woro woro banalisé : Rivera 2 → Yopougon,5.3537,-3.9784,5.3435,-4.0723
afa57940-0055-4901-9d54-12086caee3d9,woro woro : Carrefour Angré → Gare d'Abobo,5.4148,-3.9957,5.4204,-4.0171
d30a8a26-3b16-47c1-9143-ac10f2d48cc7,woro woro banalisé : Yopougon 1er pont → 2 Plateaux Mobil,5.3435,-4.0723,5.3684,-3.9984
ffaa68e1-5aa8-44e5-bd7b-0dc7d0c2fb15,woro woro : Abobo Marché → Dokui,5.4237,-4.0156,5.3958,-4.001
1f90b13d-29c5-41d8-82b3-ac6b571d2b29,woro woro : Petro Ivoire → 2 Plateaux Mobil,5.4042,-3.9908,5.3691,-3.9984
8121cf1b-7696-49e1-a78d-6f87a8f92d2b,gbaka : Yopougon Siporex → Samake,5.3565,-4.0734,5.4174,-4.0168
4afbe20f-f49a-4c9e-b61f-6c895d2f0dab,woro woro : 2 Plateaux Mobil → Petro Ivoire,5.369,-3.998,5.4042,-3.9907
b1de46b3-60fe-42f8-96ac-3334278adb85,gbaka : Zoo → Lycée Moderne d'Abobo,5.3786,-4.0069,5.4198,-4.0158
a602ba87-7f66-4f19-8020-9edf57cb603a,gbaka : Liberté → Ecole de Police,5.3534,-4.015,5.35,-3.989
e5f1f556-8fd8-44a0-ac19-f50ab280e27a,gbaka : Yopougon Palais → Adjamé Mosquée,5.3271,-4.0769,5.3571,-4.0261
8fca3e4d-bb0c-4cc8-a436-d51717e8a661,woro woro banalisé : 9 kilo → Yopougon 1er Pont,5.3577,-3.9654,5.3436,-4.0723
52f2d394-8296-4010-9674-46674491f6b7,gbaka : Djeni Kobenan → 9 Kilo,5.362,-4.0173,5.3575,-3.9653
ccac2673-b721-4610-a4ab-398eab6607e1,woro woro : Houphouet-Boigny → Abobo marché,5.4238,-4.0151,5.4436,-4.0088
64b7ee76-2363-489c-b15c-da60fc0ca103,gbaka : Attécoubé Garage → Koweit,5.3345,-4.0623,5.3223,-4.055
221eea67-322c-40b4-bfb1-ebd7badf7be8,woro woro banalisé : Yopougon → Port Bouet,5.3435,-4.0723,5.2576,-3.9729
a23e2170-7ae3-48cf-84bc-a1f52a0c87cd,gbaka : Attécoubé Garage → Mossikro,5.3415,-4.0463,5.3537,-4.0332
f12276a1-ba64-49eb-9b45-4cf68625eae8,woro woro banalisé : Plateau par Pyramide/Mosquée → Palmeraie,5.32,-4.0155,5.3196,-4.0153
27be5a66-92af-4124-a7a4-3e68eed26c5d,woro woro : Abobo marché → Houphouet-Boigny,5.424,-4.0155,5.4436,-4.0088
799befad-7392-4b25-9dd8-02e00202a2ec,gbaka : Abatta → Adjamé en Haut,5.3608,-3.9581,5.3504,-4.0229
bb5fea2c-de88-478f-b822-c90222bbceef,woro woro : Académie → Palais,5.3238,-4.1067,5.3253,-4.0775
cbc961ef-ce0a-4de2-b20c-717dd6d405f0,gbaka : Djeni Kobenan → Maroc Antenne,5.3618,-4.0175,5.3414,-4.1004
466a035c-4871-490f-9290-bf1f74448dfb,woro woro : Carrefour kennedy → Abobo Marche,5.4239,-4.0153,5.4187,-4.0059
0a6ccf6e-93cf-469a-acf2-8b7bf7f3d5ba,woro woro : Palais → Académie,5.3253,-4.0775,5.3238,-4.1067
df02cdc2-44a6-415f-af07-bf4bdd70d354,gbaka : Mossikro → Texaco,5.3415,-4.0463,5.3544,-4.0178
5781054b-8963-45ea-9833-3dbec3aea23b,woro woro : Abobo Marche → Carrefour kennedy,5.4238,-4.0151,5.4187,-4.0059
49accbae-1849-4396-9a2c-ab802c3a3d00,woro woro : Petro Ivoire → Keneya,5.3511,-4.1038,5.3467,-4.0737
04e18f58-af7f-4d2d-9a29-88e8a57ae4f3,woro woro: Gare d'Abobo → Carrefour Angré,5.4202,-4.0166,5.4148,-3.9957
c9c47d16-040a-4f68-a4c1-2f1eea8f97b4,gbaka : Palmeraie → Liberté,5.361,-3.9597,5.3527,-4.0144
19e23968-4b5a-47a0-a79f-518cc9591c39,gbaka : Académie → Bracodi,5.3238,-4.1067,5.3574,-4.0276
2152772b-658e-4b85-b230-0f37f21d0ac6,woro woro banalisé : Yopougon 2è Pont → 9 kilo,5.3435,-4.0723,5.3575,-3.9653
ee18a729-27a1-4ff3-b73c-6fca963fbeab,gbaka : Bracodi → Agripac,5.4218,-4.0182,5.4444,-4.0486
fc586b45-0efc-415a-8acd-4a72c9931aae,wowro-woro: Maison Blanche → Carrefour Lycée,5.3034,-3.9761,5.3117,-3.9608
6bb53fc3-2619-4b41-beb2-e484af6c94de,woro woro banalisé : Plateau Telecel/Mosquée → Palmeraie,5.3198,-4.0156,5.3608,-3.9581
a34ac7af-b882-4e6c-a44d-dab05d583a18,woro woro banalisé : 9 kilo → Yopougon 2è Pont,5.3577,-3.9654,5.3437,-4.0733
b60d9637-3e63-4443-ba30-0a2368c8d3b9,gbaka : Adjamé Liberté → Treichville Gare de Bassam,5.3533,-4.0145,5.2996,-4.0024
e3c759b5-7650-4eab-8fb0-c260562762da,woro woro banalisé : Yopougon 1er Pont → 9 kilo,5.3436,-4.0723,5.3575,-3.9653
d2e67c1e-ac6d-4b3c-83ad-10311ba3098f,woro-woro: Carrefour Lycée → Maison Blanche,5.3032,-3.976,5.3117,-3.9608
80493f5a-d4eb-4399-832d-678545a00e6e,woro woro banalisé : Yopougon → Treichville,5.3558,-4.074,5.2982,-4.0031
7facd454-8118-4894-be4b-a65be833283d,gbaka : Port-Bouët Vridi → Adjamé Agban,5.27,-4.0055,5.3587,-4.0298
7d12c588-770c-43cf-ac02-660cd2f76236,woro woro : Keneya → Petro Ivoire,5.3511,-4.1038,5.3467,-4.0738
eb74a92f-00bf-4bbe-854f-bd181d04b717,woro woro : Sable → Jean-Paul 2,5.3553,-4.0656,5.3355,-4.055
ca650833-6335-4deb-a2e9-bb1789adfe61,gbaka : Koumassi → Adjamé Liberté,5.3037,-3.9946,5.3534,-4.0155
97a6796d-163c-44a0-9e96-ea93aa3cd28d,woro woro : Jean-Paul 2 → Sable,5.3553,-4.0656,5.3355,-4.055
8ab389c8-f376-49f5-ab3a-8468a463661e,woro woro : Abobo Doumé → Gabriel Gare,5.3355,-4.055,5.3558,-4.074
97e88342-6e15-42dc-aa99-58ddb5096ac3,woro woro banalisé : Palmeraie → Port Bouet,5.2663,-3.9619,5.2576,-3.9729
4b79dcf2-6514-4f9e-be93-db08a7e69c75,woro woro banalisé : Palmeraie → Yopougon,5.3623,-3.9593,5.3435,-4.0723
493686d5-059c-4314-8701-ccfdb7b67b70,woro woro banalisé : Abobo St Joseph → Cocody Pâtisserie,5.4166,-4.0168,5.3367,-4.0003
a8e92e30-40c4-45fa-9758-cfae55bb3ace,woro woro : Gabriel Gare → Abobo Doumé,5.3557,-4.0716,5.3355,-4.055
aeb6d153-5d38-4e49-94ad-db3035ae17da,woro woro banalisé : Yopougon → Rivera 2,5.3435,-4.0723,5.3532,-3.9782
307e5957-ae7a-4417-99f1-bc1645770410,woro woro : Mossikro → Locodjro,5.3146,-4.0352,5.3409,-4.0464
db706179-f754-4cfb-b55e-b27c17baaa99,woro woro : Beago Village → Palais,5.3244,-4.0775,5.3074,-4.0699
75476541-dfc9-4c86-8bae-63bf6c24975d,woro woro : Palais → Beago Village,5.3244,-4.0775,5.3074,-4.0699
85b90149-c571-48c2-8742-66214a833129,woro woro : Locodjro → Mossikro,5.3146,-4.0352,5.3409,-4.0464
7d1686d5-3ab1-4ffd-ab67-1a1194b26d0d,woro woro : Marché Bagnon → Lokoua,5.3371,-4.1111,5.3193,-4.0997
19ca3353-3c95-4513-8b2e-20013df76ee7,gbaka : Adjame Agban → Yopougon Boissy,5.3284,-4.0496,5.3344,-4.055
a2333b8a-98c2-4acc-b292-98ef9dde9ab0,gbaka : Yopougon Camp Militaire → Adjamé Agban,5.3344,-4.055,5.3197,-4.0617
3e4ad06e-be91-40b4-925c-1661b508479d,woro woro banalisé : Marcory → Yopougon Lavage,5.3037,-3.9946,5.3434,-4.0733
06a9e6d5-9afc-4e89-bf72-49fc096e5568,woro woro : Terminus 27 → Marché Bagnon,5.3161,-4.0901,5.3371,-4.1111
de9491f2-1a92-48e1-a2f0-c32b2b8dcf5b,woro woro banalisé : Yopougon Lavage → Marcory,5.3435,-4.0723,5.3001,-3.9887
a2c900ce-e729-49a3-8d0f-cf0f9de2bc42,woro woro : Mary'se - Rond point ADO → Bonoumin,5.3789,-3.9718,5.3585,-3.9652
f4bae98b-9ea5-4901-a3fe-b64f5987b793,woro woro : Bonoumin → Mary'se - Rond point ADO,5.3585,-3.9652,5.3789,-3.9718
57eec113-467c-451f-8ca9-85d77692141a,woro woro : Gare Nord en Haut → Boribana,5.3591,-4.029,5.3413,-4.0315
1b1c4ab5-ab05-490e-b842-ccb0797a8e21,woro woro : CHU Angré → Palmeraie Station,5.3661,-3.9605,5.3661,-3.9605
1424e94f-8b20-46a7-ab3a-5116c97b6910,gbaka : Yopougon Kowët → Adjamé Texaco,5.3345,-4.0623,5.3222,-4.0543
0ad9a7f4-230a-4cd3-ad64-866e4ec73c37,gbaka : Adjamé Texaco → Yopougon Kowët,5.3345,-4.0623,5.3223,-4.055
10538cb1-af80-4db5-b14b-ab64c2d290ab,gbaka : Yopougon Palais → Adjamé Renault,5.3271,-4.0769,5.3566,-4.0244
e8349213-b2fd-4887-b5ef-6f4a1041c8d7,gbaka : Adjamé Renault → Yopougon Palais,5.3567,-4.0244,5.3271,-4.0769
f37c5dad-26d0-462d-94c8-164878b93501,gbaka : Locodjro → Attécoubé Garage,5.3146,-4.0352,5.3535,-4.0332
07628549-4593-423b-ae67-20aacccf2b0f,gbaka : Adjamé Liberté → Koumassi,5.3534,-4.0151,5.2918,-3.974
d8d5c8fa-0e94-4e68-a61a-9b142c2b865a,woro woro : Palmeraie Station → CHU Angré,5.3664,-3.9606,5.3662,-3.9606
2caff157-a042-4edf-afb3-21723bc495fe,gbaka : Grand Carrefour Koumassi → Treichville Grand Carrefour,5.3003,-3.9967,5.2987,-4.0015
24ae5c87-3b1d-4901-af92-3bdc104dcce4,woro woro : Marché Bagnon → Terminus 27,5.3371,-4.1111,5.316,-4.0903
de4c835a-7f7d-4a59-8d06-cb752d9dd414,woro woro : Santai → Nouveau Marché,5.3687,-3.8959,5.3532,-3.8785
c881f911-150a-4526-ba60-bffe58215e5b,gbaka : Mairie d'Abobo → Adjamé Agban,5.4219,-4.0166,5.3588,-4.0309
6c2fa0bf-80d8-4407-8040-eac4d607fbce,gbaka : Adjamé Agban → Mairie d'Abobo,5.3587,-4.0305,5.4219,-4.0166
9133f35e-61ab-4f5c-b4db-5f70d1b3cc34,woro woro : Nouveau Marché → Santai,5.3687,-3.8959,5.3532,-3.8785
26ab9e54-b222-4b2c-8133-11c3b16d5dc8,gbaka : Djeni Kobenan → Palais,5.3618,-4.0175,5.3262,-4.0772
93a163e4-2561-48ac-8b65-a21aa24fd583,gbaka : Terminus 27 → Bracodi,5.316,-4.0903,5.3574,-4.0276
f9914d7c-da23-43a7-af02-910ad3a12947,woro woro : Adjin → Nouveau Marché,5.3939,-3.8548,5.3532,-3.8785
04b082aa-84ce-441e-b9d6-b544aeb63eb1,woro woro : Nouveau Marché → Adjin,5.3939,-3.8548,5.3532,-3.8785
7a768776-ba0f-4a60-97d1-158905c31603,woro woro banalisé : Mairie d'Adjamé → Cocody 2 Plateaux,5.3405,-4.0263,5.3684,-4.0013
39a099c3-f6ce-4dd2-afa9-2f6d4ae65056,woro woro banalisé : Cocody Pâtisserie → Mairie d'Adjamé,5.3409,-4.0167,5.3418,-4.0262
a7efb1e2-5895-486f-9ede-b1c52fbba954,woro woro : S3i → Nouveau Marché,5.3801,-3.8849,5.3522,-3.8776
881351f0-5d23-48b5-8c5c-21f60bf4e7ce,woro woro : Nouveau Marché → S3i,5.3801,-3.8849,5.3532,-3.8785
a0597e4e-456f-4587-bc6a-1ec864326f89,woro woro : École Régionale d’Agriculture → Nouveau Marché,5.3599,-3.8903,5.3532,-3.8785
a1bbc473-819a-4c6f-b97c-4dbc9fc0935f,woro woro banalisé : Plateau Super U → Djeni Kobenan,5.3209,-4.0196,5.3219,-4.016
d5853a78-9960-48fc-88bd-a2501b3d4008,woro woro : Nouveau Marché → École Régionale d’Agriculture,5.3599,-3.8903,5.3532,-3.8785
15b5087d-8b44-4927-a401-25b781963a77,woro woro : Delacelle → Nouveau Marché,5.3699,-3.8897,5.3532,-3.8785
c1874245-4e1d-4907-aa66-1af681c7d4fc,gbaka : Yopougon Niangon Terminus 27 → Adjamé Liberté,5.3164,-4.0892,5.3535,-4.0146
abaec94e-fa49-496d-9183-d7c5a66e1c67,woro woro : Nouveau Marché → Delacelle,5.3699,-3.8897,5.3532,-3.8785
62034c5b-3dfa-4d04-b346-a370b3d15a9c,woro woro : Korhogobougou → Bangui,5.3489,-3.8852,5.3362,-3.8924
d5bb3665-9ac3-4305-9a22-80a94413ce4f,woro woro : Bangui → Korhogobougou,5.3362,-3.8924,5.3489,-3.8852
e7cc686c-08fd-4178-96de-a43881a7e558,woro woro : Berlin → Bangui en Bas,5.3489,-3.8851,5.3426,-3.8848
4af10e5c-4378-443e-9710-4203ee753573,gbaka : Anoumabo sans fil → Treichville Rue 12,5.3003,-3.9967,5.3016,-4.0105
a49fb480-9e01-437d-999b-e490c1b6ed32,woro woro : Bangui en Bas → Berlin,5.3489,-3.8851,5.3426,-3.8848
07061d64-2d61-4c2c-b7df-31cfbc8aace2,woro woro : S3i → Gare Coopec,5.3801,-3.8849,5.3585,-3.8836
7764777f-5c5a-463f-82d6-8064d7cc4b38,woro woro : Gare Coopec → S3i,5.3801,-3.8849,5.3585,-3.8836
e4c4aba5-a454-4193-ba02-2988dcf71124,woro woro: Station - Akandjé,5.3608,-3.8942,5.4134,-3.8979
d19fdf08-da74-4238-9f00-ad4bcb1c4d71,gbaka : Yopougon Palais → Adjamé Liberté,5.3271,-4.0769,5.3535,-4.0146
f9d98ddf-87b7-4b9d-ac2f-98e4cf8ad8f4,woro woro : Abobo Baoule → Gare d'Abobo,5.4212,-3.9905,5.4195,-4.0154
c17ce73b-7b63-4080-b77d-d685cb4c214f,woro woro: Akandjé - Station,5.3608,-3.8942,5.4134,-3.8979
60396eea-06d0-48a0-bb0b-461170817620,woro woro : Berlin → Nouveau Marché,5.3489,-3.8851,5.3426,-3.8848
5529b403-ef44-4bd8-aa0e-7b93ca5a9e96,gbaka : Anan → Escalier,5.3267,-3.8786,5.3558,-3.8819
cbae151a-c479-4f4e-a203-baa1e85b775a,woro woro : Nouveau Marché → Berlin,5.3489,-3.8851,5.3426,-3.8848
2ee557b3-9b81-480d-aed9-984a3fc67107,woro woro : Promogim → Feh Kessé,5.384,-3.9045,5.3744,-3.9115
7f69c3aa-a7e7-41ea-a655-20fb3095d7b6,woro woro : Feh Kessé → Promogim,5.384,-3.9045,5.3744,-3.9115
8c508d66-f8d1-4152-9a1a-840cc3d9a486,woro woro : Oribat → Feh Kessé,5.3942,-3.9059,5.3744,-3.9115
badb6322-e612-42a7-bc3e-94e471821b79,woro woro : Abobo Azur Mobil → 2 Plateaux Mobile,5.4,-4.0059,5.3691,-3.9984
4b79cded-9159-4967-8d9b-a20c04d1f343,woro woro banalisé : Treichville Gare Bassam → Renault,5.2998,-4.0016,5.3555,-4.02
d5117a0d-bb9d-4246-84ba-efdecab60f42,woro woro : Feh Kessé → Oribat,5.3936,-3.906,5.3743,-3.9113
ee5a7f20-1dcb-47ff-9dda-9540fa84e9f9,woro woro : Gbagba → Station,5.3497,-3.8875,5.3608,-3.8942
56b47c7f-5a91-41cf-b8b8-a90e00f66dec,woro woro : Station → Gbagba,5.3497,-3.8875,5.3608,-3.8942
2979be08-4dd7-493f-b0ef-4597d03484b9,woro woro : Houphouet Boigny → Grand Marché,5.4274,-4.0151,5.4436,-4.0088
3a46e12a-eccf-4564-a2ab-1674d5beacad,woro woro banalisé : Renault → Cocody Pâtisserie,5.3565,-4.0205,5.3493,-4.0195
d727887e-d448-48f5-a718-6fa60d0cb60c,woro woro : École Régionale d’Agriculture → Bangui en Haut,5.3599,-3.8903,5.3585,-3.8836
981a2d79-41e5-46fc-8e73-4a2dcdc6f66f,woro woro : Bangui en Haut → École Régionale d’Agriculture,5.3599,-3.8903,5.3585,-3.8836
150b3306-b14c-45f3-ad60-ed1e58d148f7,gbaka : Port-Bouët Gonzagueville → Treichville Gare de Bassam,5.3003,-3.9967,5.2983,-4.0039
9b741a41-23de-4c17-bb26-593f123b8c9c,gbaka : Adjamé Liberté → Yopougon Palais,5.3535,-4.0146,5.3261,-4.0772
cb0677a9-f2b5-44c4-8b91-0e9b8af27380,gbaka : Treichville Gare de Bassam → Port-Bouët Gonzagueville,5.2995,-4.0027,5.2393,-3.8966
1c24b2dd-1c98-4ae2-b3ac-abf9291082eb,gbaka : Belleville → Casier,5.2427,-3.9159,5.2583,-3.9157
10236b3a-87a0-4f8a-8edd-09ab408f963e,gbaka : Casier → Belleville,5.2429,-3.9159,5.2583,-3.9157
a199caa0-d45f-4a2a-863e-40b024e01a56,gbaka : Terminus Mobiobi → Mobiobi,5.2545,-3.9076,5.2423,-3.91
9ce30806-b25f-42e4-8660-0ce645186d3b,gbaka : Mobiobi → Terminus Mobiobi,5.2545,-3.9076,5.2423,-3.91
f47b079a-014e-4063-8c6c-ecb74a00da9f,woro woro : Adjamé Bingerville → Nouveau Marché,5.3421,-3.8737,5.3532,-3.8785
f3bf9327-01ae-4b4e-bd60-72dd5119c28c,woro woro : Nouveau Marché → Adjamé Bingerville,5.3421,-3.8736,5.3532,-3.8785
7a2e3e2c-c46a-464e-93be-0e0cdee6e5aa,woro woro : Abatta village → Nouveau goudron,5.3283,-3.9167,5.3717,-3.9289
139cb62d-4384-458b-9dea-8035def75351,woro woro banalisé : Renault → CHU de Cocody,5.3565,-4.0205,5.3549,-4.0189
57cd4b5a-e4a5-4ac2-a710-a3ecfaeddef6,woro woro banalisé : 2 Plateaux Mobile → Renault,5.3578,-4.0239,5.3562,-4.0174
befe8b59-d127-409c-a438-509b3e705e1a,woro-woro : Palmeraie après barrage -> Terminus 81,5.3664,-3.9606,5.4038,-3.9852
d72e7435-fedb-455c-a7c7-5ab303f3e167,woro-woro : Terminus 81 -> Palmeraie après barrage,5.4036,-3.984,5.3664,-3.9606
3670ed2e-b8ee-4aac-84f3-68dc807defb0,woro woro : Micao → Gabriel gare,5.3826,-4.0947,5.3558,-4.074
722dcad1-86e1-4398-a332-434555cef269,woro woro : Gabriel gare → Micao,5.3558,-4.074,5.3826,-4.0947
e6920ed0-a8ec-42a2-9f77-7a0595e0778c,gbaka : Treichville Port de Pêche → Gendarmerie,5.2562,-3.9971,5.426,-4.0198
a7ae6e30-832b-4a3a-83bc-0a300e62ec79,gbaka : Escalier → Anan,5.3266,-3.8784,5.3558,-3.8819
2283ba30-d4bd-4a68-94ed-37a75dc66e72,gbaka : Gendarmerie → Treichville Port de Pêche,5.4257,-4.0205,5.2562,-3.9971
